Tag	p.value	HR	Low 95%CI	High 95%CI
CSGALNACT1	0.67826413131671	0.89694911571088	0.536549253056536	1.49942938433232
CSGALNACT2	0.309344225771911	1.30840391308254	0.779234272313346	2.19692698408587
CHPF	0.948164487287579	0.987343064256503	0.672501300255451	1.44958281294791
CHPF2	0.150667094177686	1.51913870218894	0.858899909213553	2.68690492539627
CHSY1	0.248930027059345	1.3168845274397	0.824749918638574	2.10267963587403
CHSY3	0.45649718736107	0.80509178209303	0.455006008107369	1.42453674466817
EXT1	0.635349375614472	0.890983294905308	0.552936459538093	1.43570064535711
EXT2	0.0175581475468442	0.351208780421497	0.148085846519878	0.832946634292956
EXTL1	0.880352199657537	0.968537144527308	0.638757059771363	1.46857742858432
EXTL2	0.026899199003744	0.34219332043781	0.132370309915062	0.884611274442063
EXTL3	0.444573819968076	1.34557039290185	0.628670653569917	2.87998123019223
OGT	0.0860750559500024	1.73319238139594	0.92495090894631	3.24769217682156
EOGT	0.597509135296292	0.900242809453051	0.609446762337264	1.32979148640293
POFUT1	0.229547757877749	0.555576462340992	0.212991427798528	1.44919074301573
POFUT2	0.157516240831324	1.5869435087564	0.836483223934498	3.01068763595585
MFNG	0.0451944910776226	0.514347635668018	0.268345776245546	0.985867912730642
LFNG	0.069264025228382	0.723960992533985	0.510936611147661	1.02580145418337
RFNG	0.273304267955014	1.36053174140885	0.784307877314447	2.36010203763245
B3GLCT	0.507372963525753	0.806550496642093	0.427157211971065	1.52291401245889
POMT1	0.129341812104184	0.532454336121111	0.235814129938499	1.2022503491547
POMT2	0.68763606414098	1.18762958256496	0.513606326564281	2.74619675115488
POMGNT1	0.433986121050058	0.693701438580305	0.277519619431517	1.73400960578622
POMGNT2	0.108880722990972	0.626453852160472	0.353660265413895	1.1096650295939
MGAT5B	0.581586393823668	0.848859494889157	0.473946273989578	1.52034625359101
B3GALNT2	0.0540777584942847	2.13210996635125	0.986821613857692	4.60660046839011
FKTN	0.841415711281113	1.07928384411604	0.511147961276242	2.27889711867668
FKRP	0.323315095354095	0.62691368053279	0.24818734677097	1.58356486723658
B4GAT1	0.0442279024678581	1.65749126304599	1.0131356607365	2.71165786926962
TMTC1	0.273614944690074	1.23036422722527	0.848882196859496	1.7832817524458
TMTC2	0.0992006661024998	1.33358147624237	0.947110875981733	1.87775222402903
TMTC3	0.381083947388625	0.696631761697024	0.310240675484446	1.564255914049
TMTC4	0.60670713972033	1.17625001566156	0.633986935856116	2.18232272795258
DPY19L1	0.815875840902608	1.09445454890061	0.511991947221018	2.33954999900059
DPY19L2	0.224390462501738	1.32601258054641	0.841106236210386	2.09047238989622
DPY19L3	0.709378143465971	0.895971355253853	0.502818787077547	1.5965287894297
DPY19L4	0.462645342906349	1.27914771142218	0.663146022065181	2.46735833918006
COLGALT1	0.0582304840854351	0.544245500222782	0.289989343061771	1.0214277579492
COLGALT2	0.523335613697693	1.12459644924868	0.784123829375612	1.61290490899865
HAS1	0.198409229498221	1.24428537114166	0.891795851219799	1.7360992235156
HAS2	0.277058974846183	0.871072132171388	0.679142690891141	1.11724188395518
HAS3	0.80658460859753	0.770617197169266	0.0957090113570833	6.20475393228545
GYG1	0.842036854916968	1.06833392954089	0.557672714215949	2.04660790444612
GYG2	0.141020385467569	1.23681409674987	0.931969042619703	1.64137330744301
GYS1	0.321367205038079	0.72878799557325	0.389975728972176	1.36196153512305
GYS2	0.904401601353141	1.07123504989244	0.34849306205234	3.29287626376247
PIGA	0.737968922663623	0.879854743818214	0.415658455598709	1.86245307846402
PIGB	0.904386437631401	1.05498549155257	0.440500830371963	2.52665672944724
PIGM	0.769809939420957	1.08106845258934	0.641368719071303	1.82221078832188
PIGV	0.0383763284179484	0.372842194196458	0.146550036181762	0.948558631543546
PIGZ	0.978616446842165	1.00850224604442	0.543014852758214	1.87301834399273
B3GALT1	0.405992720695717	0.651844567943091	0.237560196677224	1.78860493761181
B3GALT2	0.637380911446125	0.735617399851508	0.205202025433841	2.63707416055092
B3GALT4	0.0242324605446618	0.439177225965371	0.21469307181993	0.89838313910945
B3GALT5	0.874606635061121	0.853856439320217	0.120005110719991	6.07533141375743
B4GALT1	0.378153389698854	1.22883638869877	0.777078561751214	1.94322549162498
B4GALT2	0.835573621079136	0.909678589885727	0.372108409840625	2.22385497078905
B4GALT3	0.182707698062029	1.54211646756447	0.815473095737139	2.91624973523354
B4GALT4	0.810078005116568	1.09512954157805	0.521922797819778	2.29786611707098
B3GNT2	0.103858940546968	0.643087472245705	0.377764651835837	1.09475964717601
B3GNT3	0.106099394861758	0.45014102200765	0.17096478513131	1.18519693712635
B3GNT4	0.906986212909872	1.06163328843168	0.389278848473295	2.8952645218883
B3GNT7	0.0981773128656843	0.578180141234638	0.302043846079992	1.10676737850032
B3GNT8	0.0572480614349872	0.429876197332569	0.180051193131767	1.02633890850072
B3GNT9	0.308632996139969	0.770895553019499	0.467140283468429	1.27216593108353
B4GALNT3	0.205148779691965	1.26555336948782	0.879147453735516	1.82179374371913
B4GALNT4	0.450125826380018	0.886240835446744	0.647789999918277	1.21246517932112
GCNT2	0.138272229314562	0.178074370822922	0.0181837423591318	1.74389192926806
GCNT7	0.00498607491269801	3.62815711093592	1.47577357952999	8.91974500981864
FUT1	0.647316523149783	0.730084824493019	0.189690638203471	2.80996392865343
FUT2	0.49502338140295	1.52576704194434	0.453350955506205	5.13501744732007
FUT3	0.814309939531079	1.21037753952429	0.246010924659071	5.95507614231007
FUT4	0.144851335216906	1.77864131779862	0.820143605607695	3.85733049157448
FUT5	0.0344375889239407	8885.07693790736	1.94667708575439	40553511.8126385
FUT6	0.835332230724658	1.35013008582508	0.0796300764075301	22.8914918946087
FUT7	0.10666526530427	0.0793761380390312	0.00365595085118737	1.72337417718431
FUT9	0.927997697067635	0.791208325235786	0.00492337166972339	127.150793382533
FUT10	0.918828226166343	1.06907995727828	0.295853484523956	3.86316881443247
FUT11	0.522834594127308	1.2431540311298	0.637656035918958	2.42361376362896
ST3GAL1	0.00949678583497898	1.88436695564577	1.16742134071676	3.04160862893733
ST3GAL2	0.00834445678946618	0.38590989656257	0.190209938958544	0.782958288511896
ST3GAL3	0.637546183609283	0.814778127070951	0.347498606281247	1.91040592495485
ST3GAL4	0.00195767599186005	2.84710473749679	1.46821987860564	5.52097509671022
ST3GAL5	0.818441081663104	1.06614774924132	0.617028154691152	1.84217043350524
ST3GAL6	0.930460338731548	0.974794523363411	0.549419154409792	1.72950716252343
ST6GAL1	0.274097931934631	0.719848019854591	0.399395625431828	1.29741323813528
ST6GAL2	0.0431450583059524	0.646846630335558	0.42406734647876	0.986660648717084
ST6GALNAC1	0.849704535388548	1.13393770432109	0.309007820611598	4.16110736205984
ST6GALNAC2	0.252590609926574	1.44646205574451	0.768562658246388	2.72229265403355
ST6GALNAC3	0.213899023778188	0.540736773253412	0.205082720484051	1.42574789947382
ST6GALNAC4	0.463895458402033	1.2880898075653	0.654244545076928	2.53601709764124
ST6GALNAC5	0.0651727158983969	0.536879040494606	0.277189467812453	1.03986311744511
ST6GALNAC6	0.784375761526109	0.904796481782601	0.441898530481301	1.85258971681693
ST8SIA1	0.555258764414314	0.791249119734708	0.363458144110349	1.72255094465807
ST8SIA2	0.610320210135986	0.842625367878929	0.436142057330327	1.62795011088633
ST8SIA3	0.448416618086762	10.1129318240607	0.0255128330913173	4008.62537343633
ST8SIA4	0.0807965509722844	0.603444019395416	0.342297534453573	1.06382502908003
ST8SIA5	0.950510900050178	0.923300258123339	0.0742855744861245	11.4757592244219
ST8SIA6	0.0668151941578289	0.369407311257817	0.127359848577128	1.07146611067215
B3GAT1	0.455661009198118	0.434433119629382	0.048601786817821	3.88323450202274
B3GAT2	0.843358644820781	1.1463141410517	0.295854073734524	4.44150081622404
A4GNT	0.707391911239951	1.18606737853218	0.486568735343997	2.89117595158192
ABO	0.581207607254602	1.30746259793616	0.504365096814936	3.3893274054791
B4GALNT2	0.58475869373245	0.528804016934084	0.0538052488240524	5.19714515660077
B3GNTL1	0.734242448034106	0.825393987145273	0.272597527671577	2.49919813959708
CERCAM	0.0767579637317846	1.51345689779838	0.956453831419153	2.3948377916944
GLT1D1	0.04541475775325	2.38255483214695	1.01787394879103	5.57688654369144
GLT6D1	0.885760621130799	1.11074226709319	0.265065639559751	4.65450137541953
GLT8D1	0.983462723826654	1.00706068918767	0.517754120601406	1.95878930046781
GLT8D2	0.742579246608819	0.941598276355055	0.657519948919247	1.34841127709069
GTDC1	0.649966011922667	1.27664542953775	0.444592130688095	3.66588484199473
